algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,time_to_best_value_ms,time_to_first_solution_ms,time_to_optimality_ms,time_to_prove_best_value_ms,total_time,trains,travel_and_resource_iters,travel_iters,ub,value_trace_version
0.0037892100000000003,2.196078431372549,18.625,307,33,15,InfiniteSteps180,53,124,15,7,stationA6,14,672,312,124,2,11.982345,SatDddSclTotalizer,0.007750377,ok,10.84027,5.888026,11.053258,11.053258,0.011539287,8,8,109,15,1
0.004096317,3.2095238095238097,12.625,126,33,16,InfiniteSteps180,54,163,16,8,stationA7,15,674,412,162,1,15.829282,SatDddSclTotalizer,0.011294232,ok,14.851452,4.629602,14.851452,12.814881,0.015390252,8,9,148,16,1
0.3827316429999996,64.80199818346958,19.88888931274414,4862,33,161,InfiniteSteps180,55,1111,161,325,stationA8,9721,71347,42439,1110,10,92462.93185099999,SatDddSclTotalizer,92.070947159,ok,92452.794828,88.65051,92452.794828,54765.2861,92.453678481,27,835,258,161,1
0.04701712600000002,10.645985401459853,20.049999237060547,2616,33,49,InfiniteSteps180,56,485,49,59,stationA9,552,8751,6151,485,3,331.602554,SatDddSclTotalizer,0.283422966,ok,316.778717,19.205387,329.793289,329.793289,0.330439732,20,240,236,49,1
0.011479552,4.026771653543307,18.176469802856445,1632,33,41,InfiniteSteps180,57,201,41,21,stationA10,143,2557,1412,200,1,38.243345,SatDddSclTotalizer,0.02619865,ok,37.062922,13.941411,37.062922,34.138746,0.037677881,17,65,129,41,1
0.6264904939999951,109.41002465078061,20.482759475708008,6144,33,,InfiniteSteps180,58,904,0,567,stationA11,23425,133152,66646,904,1,122639.94292700001,SatDddSclTotalizer,121.994211605,timeout,95.782114,95.782114,,,122.620701665,29,888,14,271,1
0.8548007340000083,140.9734726688103,21.714284896850586,6393,33,,InfiniteSteps180,59,1365,0,746,stationA12,32359,175371,85064,1365,1,120907.29774800001,SatDddSclTotalizer,120.026061508,timeout,9159.319502,355.709353,,,120.880861957,28,1296,66,283,1
0.02054599999999998,6.367601246105919,17.33333396911621,2022,25,30,InfiniteSteps180,60,255,30,26,stationB1,215,4088,2708,254,1,149.818746,SatDddSclTotalizer,0.128486379,ok,148.053231,10.077878,148.053231,82.19017600000001,0.149032061,18,104,144,30,1
0.0033898030000000003,2.189542483660131,14.800000190734863,87,25,29,InfiniteSteps180,61,71,29,8,stationB2,12,335,140,70,1,8.628798999999999,SatDddSclTotalizer,0.004705463,ok,7.460461,4.355555,7.460461,6.920206,0.008094868,5,7,56,29,1
0.003633667,3.138728323699422,16.799999237060547,136,20,6,InfiniteSteps180,62,84,6,8,stationB3,15,543,310,83,1,9.682895,SatDddSclTotalizer,0.005514834,ok,8.655562999999999,4.946332,8.655562999999999,8.472799,0.009148166,5,8,72,6,1
0.035818617,9.43161094224924,15.949999809265137,2246,25,355,InfiniteSteps180,63,304,355,54,stationB4,476,6206,3952,304,1,277.016677,SatDddSclTotalizer,0.239873332,ok,216.812598,11.175031,274.678952,274.678952,0.275691674,20,152,143,355,1
0.005477805999999998,6.967213114754099,17.799999237060547,136,25,10,InfiniteSteps180,64,222,10,30,stationB5,76,1275,834,221,5,26.994552000000002,SatDddSclTotalizer,0.021005624,ok,25.972303,5.403888,25.972303,23.936068000000002,0.026483162,5,42,169,10,1
0.002448065,1.9235668789808917,15.199999809265137,93,25,5,InfiniteSteps180,65,46,5,5,stationB6,6,302,123,45,1,5.282131,SatDddSclTotalizer,0.002418473,ok,4.35816,2.845911,4.35816,4.2171129999999994,0.004866222,5,3,38,5,1
0.04118401599999999,9.182539682539682,15.25,2865,25,339,InfiniteSteps180,66,302,339,47,stationB7,509,6942,4506,301,4,513.7967140000001,SatDddSclTotalizer,0.471200842,ok,511.177093,22.250617000000002,511.177093,448.27261000000004,0.512384521,24,150,139,339,1
0.0034178179999999996,3.0215827338129495,13.399999618530273,72,25,16,InfiniteSteps180,67,110,16,10,stationB8,16,420,217,109,1,9.937157000000001,SatDddSclTotalizer,0.006061264,ok,8.744471,4.502801,8.744471,8.583244,0.009478791,5,11,91,16,1
0.005424849000000001,5.289340101522843,13.571428298950195,150,25,70,InfiniteSteps180,68,116,70,21,stationB9,78,1042,571,115,1,16.719893,SatDddSclTotalizer,0.010667205,ok,15.349453,6.298042000000001,15.349453,10.76792,0.016091721,7,44,64,70,1
0.002417629,1.5454545454545454,12.857142448425293,126,25,53,InfiniteSteps180,69,47,53,3,stationB10,5,289,82,47,1,5.404961,SatDddSclTotalizer,0.002538548,ok,4.4244200000000005,2.7083139999999997,4.4706909999999995,4.4706909999999995,0.004955913,7,2,38,53,1
0.04570714500000006,8.989937106918239,15.399999618530273,3202,25,415,InfiniteSteps180,70,267,415,39,stationB11,503,7147,4591,267,3,936.331806,SatDddSclTotalizer,0.888911893,ok,523.6323120000001,18.257119,933.306012,933.306012,0.934618702,25,136,119,415,1
0.023014642000000002,7.989316239316239,16.214284896850586,970,25,98,InfiniteSteps180,71,277,98,46,stationB12,347,3739,2122,276,1,145.29855799999999,SatDddSclTotalizer,0.120490035,ok,142.941811,7.37575,142.941811,106.052685,0.143504424,14,120,147,98,1
